2014-10-15 07:57:06 startup archives install
2014-10-15 04:14:39 status half-configured openssh-blacklist-extra:all 0.4.1+nmu1
2014-10-15 04:14:39 status installed openssh-blacklist-extra:all 0.4.1+nmu1
2014-10-15 04:14:39 configure libclass-isa-perl:all 0.36-3 <none>
2014-10-15 04:14:39 status unpacked libclass-isa-perl:all 0.36-3
2014-10-15 04:14:39 status half-configured libclass-isa-perl:all 0.36-3
2014-10-15 04:14:39 status installed libclass-isa-perl:all 0.36-3
2014-10-15 04:14:39 configure python2.7-minimal:amd64 2.7.3-6+deb7u2 <none>
2014-10-15 04:14:39 status unpacked python2.7-minimal:amd64 2.7.3-6+deb7u2
2014-10-15 04:14:39 status unpacked python2.7-minimal:amd64 2.7.3-6+deb7u2
2014-10-15 04:14:39 status half-configured python2.7-minimal:amd64 2.7.3-6+deb7u2
2014-10-15 04:14:40 status installed python2.7-minimal:amd64 2.7.3-6+deb7u2
2014-10-15 04:14:40 configure mime-support:all 3.52-1 <none>
2014-10-15 04:14:40 status unpacked mime-support:all 3.52-1
2014-10-15 04:14:40 status unpacked mime-support:all 3.52-1
2014-10-15 04:14:40 status unpacked mime-support:all 3.52-1
2014-10-15 04:14:40 status half-configured mime-support:all 3.52-1
2014-10-15 04:14:40 status installed mime-support:all 3.52-1
2014-10-15 04:14:40 configure python2.7:amd64 2.7.3-6+deb7u2 <none>
2014-10-15 04:14:40 status unpacked python2.7:amd64 2.7.3-6+deb7u2
2014-10-15 04:14:40 status half-configured python2.7:amd64 2.7.3-6+deb7u2
2014-10-15 04:14:41 status installed python2.7:amd64 2.7.3-6+deb7u2
2014-10-15 04:14:41 configure python-minimal:all 2.7.3-4+deb7u1 <none>
2014-10-15 04:14:41 status unpacked python-minimal:all 2.7.3-4+deb7u1
2014-10-15 04:14:41 status half-configured python-minimal:all 2.7.3-4+deb7u1
2014-10-15 04:14:41 status installed python-minimal:all 2.7.3-4+deb7u1
2014-10-15 04:14:41 configure python:all 2.7.3-4+deb7u1 <none>
2014-10-15 04:14:41 status unpacked python:all 2.7.3-4+deb7u1
2014-10-15 04:14:41 status half-configured python:all 2.7.3-4+deb7u1
2014-10-15 04:14:41 status installed python:all 2.7.3-4+deb7u1
2014-10-15 04:14:41 configure python-support:all 1.0.15 <none>
2014-10-15 04:14:41 status unpacked python-support:all 1.0.15
2014-10-15 04:14:41 status half-configured python-support:all 1.0.15
2014-10-15 04:14:41 status installed python-support:all 1.0.15
2014-10-15 04:14:41 configure python-apt-common:all 0.8.8.2 <none>
2014-10-15 04:14:41 status unpacked python-apt-common:all 0.8.8.2
2014-10-15 04:14:41 status half-configured python-apt-common:all 0.8.8.2
2014-10-15 04:14:41 status installed python-apt-common:all 0.8.8.2
2014-10-15 04:14:41 configure python-apt:amd64 0.8.8.2 <none>
2014-10-15 04:14:41 status unpacked python-apt:amd64 0.8.8.2
2014-10-15 04:14:41 status half-configured python-apt:amd64 0.8.8.2
2014-10-15 04:14:41 status installed python-apt:amd64 0.8.8.2
2014-10-15 04:14:41 configure ucf:all 3.0025+nmu3 <none>
2014-10-15 04:14:41 status unpacked ucf:all 3.0025+nmu3
2014-10-15 04:14:41 status unpacked ucf:all 3.0025+nmu3
2014-10-15 04:14:41 status half-configured ucf:all 3.0025+nmu3
2014-10-15 04:14:41 status installed ucf:all 3.0025+nmu3
2014-10-15 04:14:41 configure apt-listchanges:all 2.85.11 <none>
2014-10-15 04:14:41 status unpacked apt-listchanges:all 2.85.11
2014-10-15 04:14:41 status unpacked apt-listchanges:all 2.85.11
2014-10-15 04:14:41 status half-configured apt-listchanges:all 2.85.11
2014-10-15 04:14:42 status installed apt-listchanges:all 2.85.11
2014-10-15 04:14:42 configure at:amd64 3.1.13-2 <none>
2014-10-15 04:14:42 status unpacked at:amd64 3.1.13-2
2014-10-15 04:14:42 status unpacked at:amd64 3.1.13-2
2014-10-15 04:14:42 status unpacked at:amd64 3.1.13-2
2014-10-15 04:14:42 status unpacked at:amd64 3.1.13-2
2014-10-15 04:14:42 status half-configured at:amd64 3.1.13-2
2014-10-15 04:14:42 status installed at:amd64 3.1.13-2
2014-10-15 04:14:42 configure bc:amd64 1.06.95-2+b1 <none>
2014-10-15 04:14:42 status unpacked bc:amd64 1.06.95-2+b1
2014-10-15 04:14:42 status half-configured bc:amd64 1.06.95-2+b1
2014-10-15 04:14:42 status installed bc:amd64 1.06.95-2+b1
2014-10-15 04:14:42 configure libgeoip1:amd64 1.4.8+dfsg-3 <none>
2014-10-15 04:14:42 status unpacked libgeoip1:amd64 1.4.8+dfsg-3
2014-10-15 04:14:42 status half-configured libgeoip1:amd64 1.4.8+dfsg-3
2014-10-15 04:14:42 status installed libgeoip1:amd64 1.4.8+dfsg-3
2014-10-15 04:14:42 configure libisc84:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2 <none>
2014-10-15 04:14:42 status unpacked libisc84:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status half-configured libisc84:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status installed libisc84:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 configure libdns88:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2 <none>
2014-10-15 04:14:42 status unpacked libdns88:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status half-configured libdns88:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status installed libdns88:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 configure libisccc80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2 <none>
2014-10-15 04:14:42 status unpacked libisccc80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status half-configured libisccc80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status installed libisccc80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 configure libisccfg82:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2 <none>
2014-10-15 04:14:42 status unpacked libisccfg82:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status half-configured libisccfg82:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status installed libisccfg82:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 configure libbind9-80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2 <none>
2014-10-15 04:14:42 status unpacked libbind9-80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status half-configured libbind9-80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status installed libbind9-80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 configure liblwres80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2 <none>
2014-10-15 04:14:42 status unpacked liblwres80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status half-configured liblwres80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status installed liblwres80:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 configure bind9-host:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2 <none>
2014-10-15 04:14:42 status unpacked bind9-host:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status half-configured bind9-host:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 status installed bind9-host:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:42 configure exim4-config:all 4.80-7 <none>
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status unpacked exim4-config:all 4.80-7
2014-10-15 04:14:42 status half-configured exim4-config:all 4.80-7
2014-10-15 04:14:43 status installed exim4-config:all 4.80-7
2014-10-15 04:14:43 configure exim4-base:amd64 4.80-7 <none>
2014-10-15 04:14:43 status unpacked exim4-base:amd64 4.80-7
2014-10-15 04:14:43 status unpacked exim4-base:amd64 4.80-7
2014-10-15 04:14:43 status unpacked exim4-base:amd64 4.80-7
2014-10-15 04:14:43 status unpacked exim4-base:amd64 4.80-7
2014-10-15 04:14:43 status unpacked exim4-base:amd64 4.80-7
2014-10-15 04:14:43 status half-configured exim4-base:amd64 4.80-7
2014-10-15 04:14:43 status installed exim4-base:amd64 4.80-7
2014-10-15 04:14:43 configure exim4-daemon-light:amd64 4.80-7 <none>
2014-10-15 04:14:43 status unpacked exim4-daemon-light:amd64 4.80-7
2014-10-15 04:14:43 status half-configured exim4-daemon-light:amd64 4.80-7
2014-10-15 04:14:43 status installed exim4-daemon-light:amd64 4.80-7
2014-10-15 04:14:43 configure bsd-mailx:amd64 8.1.2-0.20111106cvs-1 <none>
2014-10-15 04:14:43 status unpacked bsd-mailx:amd64 8.1.2-0.20111106cvs-1
2014-10-15 04:14:43 status unpacked bsd-mailx:amd64 8.1.2-0.20111106cvs-1
2014-10-15 04:14:43 status half-configured bsd-mailx:amd64 8.1.2-0.20111106cvs-1
2014-10-15 04:14:43 status installed bsd-mailx:amd64 8.1.2-0.20111106cvs-1
2014-10-15 04:14:43 configure bzip2:amd64 1.0.6-4 <none>
2014-10-15 04:14:43 status unpacked bzip2:amd64 1.0.6-4
2014-10-15 04:14:43 status half-configured bzip2:amd64 1.0.6-4
2014-10-15 04:14:43 status installed bzip2:amd64 1.0.6-4
2014-10-15 04:14:43 configure db5.1-util:amd64 5.1.29-5 <none>
2014-10-15 04:14:43 status unpacked db5.1-util:amd64 5.1.29-5
2014-10-15 04:14:43 status half-configured db5.1-util:amd64 5.1.29-5
2014-10-15 04:14:43 status installed db5.1-util:amd64 5.1.29-5
2014-10-15 04:14:43 configure dc:amd64 1.06.95-2+b1 <none>
2014-10-15 04:14:43 status unpacked dc:amd64 1.06.95-2+b1
2014-10-15 04:14:43 status half-configured dc:amd64 1.06.95-2+b1
2014-10-15 04:14:43 status installed dc:amd64 1.06.95-2+b1
2014-10-15 04:14:43 configure debian-faq:all 5.0.1 <none>
2014-10-15 04:14:43 status unpacked debian-faq:all 5.0.1
2014-10-15 04:14:43 status half-configured debian-faq:all 5.0.1
2014-10-15 04:14:43 status installed debian-faq:all 5.0.1
2014-10-15 04:14:43 configure dnsutils:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2 <none>
2014-10-15 04:14:43 status unpacked dnsutils:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:43 status half-configured dnsutils:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:43 status installed dnsutils:amd64 1:9.8.4.dfsg.P1-6+nmu2+deb7u2
2014-10-15 04:14:43 configure doc-debian:all 6.1 <none>
2014-10-15 04:14:43 status unpacked doc-debian:all 6.1
2014-10-15 04:14:43 status half-configured doc-debian:all 6.1
2014-10-15 04:14:43 status installed doc-debian:all 6.1
2014-10-15 04:14:43 configure exim4:all 4.80-7 <none>
2014-10-15 04:14:43 status unpacked exim4:all 4.80-7
2014-10-15 04:14:43 status half-configured exim4:all 4.80-7
2014-10-15 04:14:43 status installed exim4:all 4.80-7
2014-10-15 04:14:43 configure file:amd64 5.11-2+deb7u5 <none>
2014-10-15 04:14:43 status unpacked file:amd64 5.11-2+deb7u5
2014-10-15 04:14:43 status half-configured file:amd64 5.11-2+deb7u5
2014-10-15 04:14:43 status installed file:amd64 5.11-2+deb7u5
2014-10-15 04:14:43 configure ftp:amd64 0.17-27 <none>
2014-10-15 04:14:43 status unpacked ftp:amd64 0.17-27
2014-10-15 04:14:43 status half-configured ftp:amd64 0.17-27
2014-10-15 04:14:43 status installed ftp:amd64 0.17-27
2014-10-15 04:14:44 configure gettext-base:amd64 0.18.1.1-9 <none>
2014-10-15 04:14:44 status unpacked gettext-base:amd64 0.18.1.1-9
2014-10-15 04:14:44 status half-configured gettext-base:amd64 0.18.1.1-9
2014-10-15 04:14:44 status installed gettext-base:amd64 0.18.1.1-9
2014-10-15 04:14:44 configure krb5-locales:all 1.10.1+dfsg-5+deb7u2 <none>
2014-10-15 04:14:44 status unpacked krb5-locales:all 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:44 status half-configured krb5-locales:all 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:44 status installed krb5-locales:all 1.10.1+dfsg-5+deb7u2
2014-10-15 04:14:44 configure less:amd64 444-4 <none>
2014-10-15 04:14:44 status unpacked less:amd64 444-4
2014-10-15 04:14:44 status half-configured less:amd64 444-4
2014-10-15 04:14:44 status installed less:amd64 444-4
2014-10-15 04:14:44 configure libgc1c2:amd64 1:7.1-9.1 <none>
2014-10-15 04:14:44 status unpacked libgc1c2:amd64 1:7.1-9.1
2014-10-15 04:14:44 status half-configured libgc1c2:amd64 1:7.1-9.1
2014-10-15 04:14:44 status installed libgc1c2:amd64 1:7.1-9.1
2014-10-15 04:14:44 configure m4:amd64 1.4.16-3 <none>
2014-10-15 04:14:44 status unpacked m4:amd64 1.4.16-3
2014-10-15 04:14:44 status half-configured m4:amd64 1.4.16-3
2014-10-15 04:14:44 status installed m4:amd64 1.4.16-3
2014-10-15 04:14:44 configure mlocate:amd64 0.23.1-1 <none>
2014-10-15 04:14:44 status unpacked mlocate:amd64 0.23.1-1
2014-10-15 04:14:44 status unpacked mlocate:amd64 0.23.1-1
2014-10-15 04:14:44 status unpacked mlocate:amd64 0.23.1-1
2014-10-15 04:14:44 status half-configured mlocate:amd64 0.23.1-1
2014-10-15 04:14:44 status installed mlocate:amd64 0.23.1-1
2014-10-15 04:14:44 configure libpth20:amd64 2.0.7-16 <none>
2014-10-15 04:14:44 status unpacked libpth20:amd64 2.0.7-16
2014-10-15 04:14:44 status half-configured libpth20:amd64 2.0.7-16
2014-10-15 04:14:44 status installed libpth20:amd64 2.0.7-16
2014-10-15 04:14:44 configure libgpgme11:amd64 1.2.0-1.4+deb7u1 <none>
2014-10-15 04:14:44 status unpacked libgpgme11:amd64 1.2.0-1.4+deb7u1
2014-10-15 04:14:44 status half-configured libgpgme11:amd64 1.2.0-1.4+deb7u1
2014-10-15 04:14:44 status installed libgpgme11:amd64 1.2.0-1.4+deb7u1
2014-10-15 04:14:44 configure mutt:amd64 1.5.21-6.2+deb7u2 <none>
2014-10-15 04:14:44 status unpacked mutt:amd64 1.5.21-6.2+deb7u2
2014-10-15 04:14:44 status unpacked mutt:amd64 1.5.21-6.2+deb7u2
2014-10-15 04:14:44 status unpacked mutt:amd64 1.5.21-6.2+deb7u2
2014-10-15 04:14:44 status unpacked mutt:amd64 1.5.21-6.2+deb7u2
2014-10-15 04:14:44 status unpacked mutt:amd64 1.5.21-6.2+deb7u2
2014-10-15 04:14:44 status unpacked mutt:amd64 1.5.21-6.2+deb7u2
2014-10-15 04:14:44 status unpacked mutt:amd64 1.5.21-6.2+deb7u2
2014-10-15 04:14:44 status half-configured mutt:amd64 1.5.21-6.2+deb7u2
2014-10-15 04:14:44 status installed mutt:amd64 1.5.21-6.2+deb7u2
2014-10-15 04:14:44 configure ncurses-term:all 5.9-10 <none>
2014-10-15 04:14:44 status unpacked ncurses-term:all 5.9-10
2014-10-15 04:14:44 status half-configured ncurses-term:all 5.9-10
2014-10-15 04:14:44 status installed ncurses-term:all 5.9-10
2014-10-15 04:14:44 configure rpcbind:amd64 0.2.0-8 <none>
2014-10-15 04:14:44 status unpacked rpcbind:amd64 0.2.0-8
2014-10-15 04:14:44 status unpacked rpcbind:amd64 0.2.0-8
2014-10-15 04:14:44 status unpacked rpcbind:amd64 0.2.0-8
2014-10-15 04:14:44 status half-configured rpcbind:amd64 0.2.0-8
2014-10-15 04:14:44 status installed rpcbind:amd64 0.2.0-8
2014-10-15 04:14:44 configure openssh-client:amd64 1:6.0p1-4+deb7u2 <none>
2014-10-15 04:14:44 status unpacked openssh-client:amd64 1:6.0p1-4+deb7u2
2014-10-15 04:14:44 status unpacked openssh-client:amd64 1:6.0p1-4+deb7u2
2014-10-15 04:14:44 status unpacked openssh-client:amd64 1:6.0p1-4+deb7u2
2014-10-15 04:14:44 status half-configured openssh-client:amd64 1:6.0p1-4+deb7u2
2014-10-15 04:14:44 status installed openssh-client:amd64 1:6.0p1-4+deb7u2
2014-10-15 04:14:44 configure patch:amd64 2.6.1-3 <none>
2014-10-15 04:14:44 status unpacked patch:amd64 2.6.1-3
2014-10-15 04:14:44 status half-configured patch:amd64 2.6.1-3
2014-10-15 04:14:44 status installed patch:amd64 2.6.1-3
2014-10-15 04:14:44 configure procmail:amd64 3.22-20+deb7u1 <none>
2014-10-15 04:14:44 status unpacked procmail:amd64 3.22-20+deb7u1
2014-10-15 04:14:44 status half-configured procmail:amd64 3.22-20+deb7u1
2014-10-15 04:14:44 status installed procmail:amd64 3.22-20+deb7u1
2014-10-15 04:14:44 configure python2.6-minimal:amd64 2.6.8-1.1 <none>
2014-10-15 04:14:44 status unpacked python2.6-minimal:amd64 2.6.8-1.1
2014-10-15 04:14:44 status unpacked python2.6-minimal:amd64 2.6.8-1.1
2014-10-15 04:14:44 status half-configured python2.6-minimal:amd64 2.6.8-1.1
2014-10-15 04:14:45 status installed python2.6-minimal:amd64 2.6.8-1.1
2014-10-15 04:14:45 configure python2.6:amd64 2.6.8-1.1 <none>
2014-10-15 04:14:45 status unpacked python2.6:amd64 2.6.8-1.1
2014-10-15 04:14:45 status half-configured python2.6:amd64 2.6.8-1.1
2014-10-15 04:14:46 status installed python2.6:amd64 2.6.8-1.1
2014-10-15 04:14:46 configure python-chardet:all 2.0.1-2 <none>
2014-10-15 04:14:46 status unpacked python-chardet:all 2.0.1-2
2014-10-15 04:14:46 status half-configured python-chardet:all 2.0.1-2
2014-10-15 04:14:46 status installed python-chardet:all 2.0.1-2
2014-10-15 04:14:46 configure python-debian:all 0.1.21 <none>
2014-10-15 04:14:46 status unpacked python-debian:all 0.1.21
2014-10-15 04:14:46 status half-configured python-debian:all 0.1.21
2014-10-15 04:14:46 status installed python-debian:all 0.1.21
2014-10-15 04:14:46 configure python-fpconst:all 0.7.2-5 <none>
2014-10-15 04:14:46 status unpacked python-fpconst:all 0.7.2-5
2014-10-15 04:14:46 status half-configured python-fpconst:all 0.7.2-5
2014-10-15 04:14:46 status installed python-fpconst:all 0.7.2-5
2014-10-15 04:14:46 status triggers-pending python-support:all 1.0.15
2014-10-15 04:14:46 configure python-soappy:all 0.12.0-4 <none>
2014-10-15 04:14:46 status unpacked python-soappy:all 0.12.0-4
2014-10-15 04:14:46 status half-configured python-soappy:all 0.12.0-4
2014-10-15 04:14:46 status installed python-soappy:all 0.12.0-4
2014-10-15 04:14:47 configure python-debianbts:all 1.11 <none>
2014-10-15 04:14:47 status unpacked python-debianbts:all 1.11
2014-10-15 04:14:47 status half-configured python-debianbts:all 1.11
2014-10-15 04:14:47 status installed python-debianbts:all 1.11
2014-10-15 04:14:47 configure python-reportbug:all 6.4.4+deb7u1 <none>
2014-10-15 04:14:47 status unpacked python-reportbug:all 6.4.4+deb7u1
2014-10-15 04:14:47 status half-configured python-reportbug:all 6.4.4+deb7u1
2014-10-15 04:14:47 status installed python-reportbug:all 6.4.4+deb7u1
2014-10-15 04:14:47 configure reportbug:all 6.4.4+deb7u1 <none>
2014-10-15 04:14:47 status unpacked reportbug:all 6.4.4+deb7u1
2014-10-15 04:14:47 status unpacked reportbug:all 6.4.4+deb7u1
2014-10-15 04:14:47 status half-configured reportbug:all 6.4.4+deb7u1
2014-10-15 04:14:47 status installed reportbug:all 6.4.4+deb7u1
2014-10-15 04:14:47 configure telnet:amd64 0.17-36 <none>
2014-10-15 04:14:47 status unpacked telnet:amd64 0.17-36
2014-10-15 04:14:47 status half-configured telnet:amd64 0.17-36
2014-10-15 04:14:47 status installed telnet:amd64 0.17-36
2014-10-15 04:14:47 configure texinfo:amd64 4.13a.dfsg.1-10 <none>
2014-10-15 04:14:47 status unpacked texinfo:amd64 4.13a.dfsg.1-10
2014-10-15 04:14:47 status unpacked texinfo:amd64 4.13a.dfsg.1-10
2014-10-15 04:14:47 status half-configured texinfo:amd64 4.13a.dfsg.1-10
2014-10-15 04:14:47 status installed texinfo:amd64 4.13a.dfsg.1-10
2014-10-15 04:14:47 configure time:amd64 1.7-24 <none>
